time,counts
10.1074,829
10.1563,819
10.2051,824
10.2539,788
10.3027,789
10.3516,786
10.4004,741
10.4492,769
10.4980,781
10.5469,735
10.5957,736
10.6445,713
10.6934,673
10.7422,739
10.7910,632
10.8398,707
10.8887,671
10.9375,656
10.9863,643
11.0352,644
11.0840,568
11.1328,623
11.1816,628
11.2305,576
11.2793,609
11.3281,586
11.3770,585
11.4258,577
11.4746,563
11.5234,554
11.5723,525
11.6211,526
11.6699,537
11.7188,533
11.7676,515
11.8164,480
11.8652,471
11.9141,510
11.9629,491
12.0117,470
12.0605,468
12.1094,481
12.1582,451
12.2070,459
12.2559,463
12.3047,432
12.3535,459
12.4023,409
12.4512,389
12.5000,424
12.5488,390
12.5977,416
12.6465,375
12.6953,379
12.7441,388
12.7930,403
12.8418,355
12.8906,379
12.9395,358
12.9883,356
13.0371,330
13.0859,341
13.1348,336
13.1836,346
13.2324,312
13.2813,338
13.3301,343
13.3789,319
13.4277,324
13.4766,337
13.5254,292
13.5742,294
13.6230,297
13.6719,275
13.7207,292
13.7695,296
13.8184,290
13.8672,265
13.9160,308
13.9648,269
14.0137,266
14.0625,254
14.1113,254
14.1602,263
14.2090,264
14.2578,249
14.3066,262
14.3555,247
14.4043,224
14.4531,244
14.5020,245
14.5508,228
14.5996,218
14.6484,241
14.6973,224
14.7461,209
14.7949,231
14.8438,226
14.8926,204
14.9414,213
14.9902,209
15.0391,203
15.0879,198
15.1367,206
15.1855,182
15.2344,201
15.2832,197
15.3320,182
15.3809,189
15.4297,169
15.4785,171
15.5273,171
15.5762,186
15.6250,175
15.6738,177
15.7227,181
15.7715,150
15.8203,181
15.8691,150
15.9180,171
15.9668,147
16.0156,160
16.0645,149
16.1133,148
16.1621,154
16.2109,151
16.2598,148
16.3086,141
16.3574,140
16.4063,146
16.4551,129
16.5039,136
16.5527,129
16.6016,134
16.6504,131
16.6992,129
16.7480,129
16.7969,137
16.8457,116
16.8945,123
16.9434,119
16.9922,107
17.0410,114
17.0898,115
17.1387,120
17.1875,113
17.2363,121
17.2852,113
17.3340,100
17.3828,105
17.4316,108
17.4805,115
17.5293,85
17.5781,117
17.6270,103
17.6758,87
17.7246,99
17.7734,102
17.8223,88
17.8711,93
17.9199,90
17.9688,89
18.0176,92
18.0664,92
18.1152,85
18.1641,82
18.2129,87
18.2617,89
18.3105,86
18.3594,76
18.4082,95
18.4570,86
18.5059,83
18.5547,81
18.6035,73
18.6523,78
18.7012,72
18.7500,77
18.7988,83
18.8477,92
18.8965,73
18.9453,64
18.9941,70
19.0430,70
19.0918,72
19.1406,68
19.1895,64
19.2383,78
19.2871,54
19.3359,71
19.3848,54
19.4336,59
19.4824,59
19.5313,61
19.5801,64
19.6289,70
19.6777,62
19.7266,61
19.7754,65
19.8242,70
19.8730,56
19.9219,55
19.9707,51
20.0195,64
20.0684,54
20.1172,53
20.1660,49
20.2148,50
20.2637,52
20.3125,52
20.3613,49
20.4102,48
20.4590,46
20.5078,48
20.5566,54
20.6055,48
20.6543,43
20.7031,43
20.7520,51
20.8008,51
20.8496,43
20.8984,49
20.9473,48
20.9961,46
21.0449,44
21.0938,39
21.1426,48
21.1914,40
21.2402,42
21.2891,44
21.3379,39
21.3867,37
21.4355,41
21.4844,38
21.5332,27
21.5820,45
21.6309,41
21.6797,45
21.7285,37
21.7773,36
21.8262,41
21.8750,39
21.9238,35
21.9727,33
22.0215,31
22.0703,33
22.1191,31
22.1680,34
22.2168,34
22.2656,31
22.3145,32
22.3633,36
22.4121,35
22.4609,33
22.5098,26
22.5586,25
22.6074,32
22.6563,29
22.7051,34
22.7539,23
22.8027,27
22.8516,34
22.9004,29
22.9492,31
22.9980,27
23.0469,26
23.0957,26
23.1445,25
23.1934,27
23.2422,25
23.2910,28
23.3398,25
23.3887,23
23.4375,24
23.4863,18
23.5352,35
23.5840,22
23.6328,24
23.6816,26
23.7305,24
23.7793,24
23.8281,23
23.8770,18
23.9258,24
23.9746,21
24.0234,22
24.0723,24
24.1211,19
24.1699,22
24.2188,21
24.2676,24
24.3164,21
24.3652,19
24.4141,23
24.4629,17
24.5117,23
24.5605,20
24.6094,33
24.6582,19
24.7070,12
24.7559,18
24.8047,19
24.8535,21
24.9023,20
24.9512,17
25.0000,16
25.0488,18
25.0977,21
25.1465,19
25.1953,18
25.2441,13
25.2930,20
25.3418,16
25.3906,23
25.4395,15
25.4883,15
25.5371,19
25.5859,15
25.6348,14
25.6836,12
25.7324,17
25.7813,19
25.8301,15
25.8789,14
25.9277,12
25.9766,21
26.0254,14
26.0742,16
26.1230,12
26.1719,15
26.2207,14
26.2695,16
26.3184,11
26.3672,14
26.4160,13
26.4648,13
26.5137,15
26.5625,9
26.6113,12
26.6602,15
26.7090,11
26.7578,12
26.8066,16
26.8555,16
26.9043,8
26.9531,12
27.0020,10
27.0508,16
27.0996,12
27.1484,10
27.1973,13
27.2461,13
27.2949,11
27.3438,12
27.3926,13
27.4414,11
27.4902,12
27.5391,8
27.5879,11
27.6367,9
27.6855,9
27.7344,14
27.7832,13
27.8320,9
27.8809,7
27.9297,11
27.9785,8
28.0273,18
28.0762,7
28.1250,11
28.1738,11
28.2227,7
28.2715,6
28.3203,11
28.3691,7
28.4180,12
28.4668,9
28.5156,9
28.5645,12
28.6133,8
28.6621,9
28.7109,8
28.7598,7
28.8086,7
28.8574,7
28.9063,12
28.9551,9
29.0039,11
29.0527,6
29.1016,12
29.1504,8
29.1992,10
29.2480,7
29.2969,7
29.3457,7
29.3945,7
29.4434,7
29.4922,7
29.5410,7
29.5898,6
29.6387,12
29.6875,5
29.7363,10
29.7852,6
29.8340,7
29.8828,8
29.9316,7
29.9805,8
30.0293,6
30.0781,9
30.1270,9
30.1758,7
30.2246,7
30.2734,6
30.3223,8
30.3711,8
30.4199,7
30.4688,5
30.5176,6
30.5664,6
30.6152,11
30.6641,4
30.7129,10
30.7617,6
30.8105,5
30.8594,8
30.9082,3
30.9570,8
31.0059,6
31.0547,4
31.1035,10
31.1523,3
31.2012,9
31.2500,6
31.2988,6
31.3477,9
31.3965,5
31.4453,3
31.4941,5
31.5430,4
31.5918,6
31.6406,4
31.6895,6
31.7383,6
31.7871,8
31.8359,4
31.8848,5
31.9336,8
31.9824,5
32.0313,5
32.0801,3
32.1289,7
32.1777,5
32.2266,2
32.2754,5
32.3242,5
32.3730,6
32.4219,5
32.4707,8
32.5195,5
32.5684,3
32.6172,5
32.6660,4
32.7148,5
32.7637,5
32.8125,3
32.8613,9
32.9102,6
32.9590,4
33.0078,4
33.0566,4
33.1055,5
33.1543,4
33.2031,6
33.2520,5
33.3008,2
33.3496,8
33.3984,4
33.4473,6
33.4961,4
33.5449,4
33.5938,7
33.6426,5
33.6914,3
33.7402,6
33.7891,4
33.8379,3
33.8867,6
33.9355,2
33.9844,5
34.0332,3
34.0820,3
34.1309,4
34.1797,4
34.2285,4
34.2773,5
34.3262,3
34.3750,5
34.4238,4
34.4727,2
34.5215,2
34.5703,3
34.6191,4
34.6680,8
34.7168,6
34.7656,4
34.8145,4
34.8633,6
34.9121,3
34.9609,2
35.0098,4
35.0586,3
35.1074,3
35.1563,2
35.2051,4
35.2539,4
35.3027,2
35.3516,3
35.4004,4
35.4492,3
35.4980,4
35.5469,3
35.5957,4
35.6445,2
35.6934,3
35.7422,3
35.7910,4
35.8398,4
35.8887,4
35.9375,2
35.9863,4
36.0352,4
36.0840,4
36.1328,4
36.1816,2
36.2305,2
36.2793,4
36.3281,3
36.3770,2
36.4258,2
36.4746,5
36.5234,1
36.5723,4
36.6211,3
36.6699,3
36.7188,8
36.7676,2
36.8164,3
36.8652,2
36.9141,4
36.9629,2
37.0117,2
37.0605,4
37.1094,3
37.1582,3
37.2070,4
37.2559,2
37.3047,5
37.3535,1
37.4023,4
37.4512,3
37.5000,3
37.5488,1
37.5977,3
37.6465,2
37.6953,4
37.7441,8
37.7930,1
37.8418,3
37.8906,6
37.9395,3
37.9883,2
38.0371,3
38.0859,2
38.1348,3
38.1836,1
38.2324,2
38.2813,3
38.3301,3
38.3789,2
38.4277,4
38.4766,2
38.5254,3
38.5742,4
38.6230,3
38.6719,2
38.7207,5
38.7695,2
38.8184,2
38.8672,4
38.9160,2
38.9648,3
39.0137,1
39.0625,2
39.1113,1
39.1602,5
39.2090,1
39.2578,12
39.3066,2
39.3555,2
39.4043,5
39.4531,3
39.5020,3
39.5508,3
39.5996,2
39.6484,3
39.6973,1
39.7461,1
39.7949,5
39.8438,4
39.8926,2
39.9414,3
39.9902,2
40.0391,2
40.0879,2
40.1367,2
40.1855,3
40.2344,3
40.2832,2
40.3320,2
40.3809,3
40.4297,5
40.4785,2
40.5273,2
40.5762,4
40.6250,1
40.6738,3
40.7227,4
40.7715,2
40.8203,2
40.8691,1
40.9180,1
40.9668,4
41.0156,1
41.0645,1
41.1133,2
41.1621,4
41.2109,2
41.2598,1
41.3086,2
41.3574,1
41.4063,6
41.4551,2
41.5039,1
41.5527,3
41.6016,2
41.6504,6
41.6992,1
41.7480,4
41.7969,5
41.8457,3
41.8945,2
41.9434,2
41.9922,1
42.0410,1
42.0898,3
42.1387,2
42.1875,2
42.2363,2
42.2852,4
42.3340,3
42.3828,1
42.4316,3
42.4805,8
42.5293,1
42.5781,2
42.6270,3
42.6758,1
42.7246,3
42.7734,1
42.8223,3
42.8711,1
42.9199,2
42.9688,4
43.0176,2
43.0664,2
43.1152,6
43.1641,2
43.2129,3
43.2617,2
43.3105,2
43.3594,3
43.4082,2
43.4570,3
43.5059,0
43.5547,2
43.6035,0
43.6523,2
43.7012,3
43.7500,4
43.7988,1
43.8477,6
43.8965,1
43.9453,3
43.9941,1
44.0430,1
44.0918,2
44.1406,3
44.1895,2
44.2383,2
44.2871,3
44.3359,3
44.3848,1
44.4336,5
44.4824,1
44.5313,2
44.5801,2
44.6289,3
44.6777,2
44.7266,2
44.7754,1
44.8242,1
44.8730,4
44.9219,2
44.9707,1
45.0195,3
45.0684,1
45.1172,2
45.1660,4
45.2148,1
45.2637,2
45.3125,1
45.3613,4
45.4102,3
45.4590,1
45.5078,1
45.5566,4
45.6055,1
45.6543,2
45.7031,1
45.7520,4
45.8008,1
45.8496,3
45.8984,1
45.9473,2
45.9961,1
46.0449,2
46.0938,6
46.1426,2
46.1914,1
46.2402,1
46.2891,2
46.3379,2
46.3867,2
46.4355,1
46.4844,1
46.5332,1
46.5820,2
46.6309,1
46.6797,2
46.7285,3
46.7773,2
46.8262,2
46.8750,2
46.9238,4
46.9727,3
47.0215,1
47.0703,1
47.1191,1
47.1680,1
47.2168,3
47.2656,4
47.3145,1
47.3633,1
47.4121,1
47.4609,5
47.5098,1
47.5586,2
47.6074,6
47.6563,2
47.7051,2
47.7539,1
47.8027,1
47.8516,2
47.9004,1
47.9492,6
47.9980,2
48.0469,1
48.0957,4
48.1445,1
48.1934,1
48.2422,1
48.2910,3
48.3398,2
48.3887,1
48.4375,2
48.4863,3
48.5352,6
48.5840,1
48.6328,3
48.6816,3
48.7305,1
48.7793,2
48.8281,2
48.8770,6
48.9258,1
48.9746,3
49.0234,1
49.0723,2
49.1211,2
49.1699,2
49.2188,10
49.2676,3
49.3164,3
49.3652,1
49.4141,2
49.4629,7
49.5117,1
49.5605,1
49.6094,8
49.6582,2
49.7070,2
49.7559,4
49.8047,3
49.8535,4
49.9023,3
49.9512,2
