time,counts
10.9375,1151
10.9863,1123
11.0352,1153
11.0840,1145
11.1328,1098
11.1816,988
11.2305,1086
11.2793,1044
11.3281,976
11.3770,1053
11.4258,999
11.4746,953
11.5234,955
11.5723,980
11.6211,963
11.6699,936
11.7188,964
11.7676,947
11.8164,907
11.8652,950
11.9141,892
11.9629,911
12.0117,895
12.0605,861
12.1094,786
12.1582,885
12.2070,811
12.2559,813
12.3047,905
12.3535,785
12.4023,888
12.4512,794
12.5000,762
12.5488,765
12.5977,752
12.6465,734
12.6953,756
12.7441,707
12.7930,727
12.8418,718
12.8906,699
12.9395,690
12.9883,665
13.0371,705
13.0859,701
13.1348,658
13.1836,619
13.2324,737
13.2813,621
13.3301,594
13.3789,643
13.4277,621
13.4766,632
13.5254,574
13.5742,640
13.6230,594
13.6719,627
13.7207,613
13.7695,574
13.8184,569
13.8672,533
13.9160,582
13.9648,546
14.0137,525
14.0625,543
14.1113,522
14.1602,538
14.2090,488
14.2578,564
14.3066,543
14.3555,482
14.4043,523
14.4531,487
14.5020,458
14.5508,514
14.5996,452
14.6484,443
14.6973,463
14.7461,448
14.7949,451
14.8438,426
14.8926,448
14.9414,419
14.9902,421
15.0391,392
15.0879,398
15.1367,447
15.1855,447
15.2344,417
15.2832,381
15.3320,427
15.3809,387
15.4297,383
15.4785,364
15.5273,383
15.5762,415
15.6250,388
15.6738,367
15.7227,366
15.7715,404
15.8203,314
15.8691,368
15.9180,341
15.9668,375
16.0156,348
16.0645,332
16.1133,335
16.1621,341
16.2109,291
16.2598,357
16.3086,338
16.3574,321
16.4063,331
16.4551,327
16.5039,321
16.5527,291
16.6016,302
16.6504,250
16.6992,313
16.7480,274
16.7969,318
16.8457,258
16.8945,269
16.9434,321
16.9922,269
17.0410,257
17.0898,274
17.1387,268
17.1875,278
17.2363,275
17.2852,236
17.3340,281
17.3828,270
17.4316,223
17.4805,227
17.5293,253
17.5781,223
17.6270,265
17.6758,202
17.7246,261
17.7734,236
17.8223,259
17.8711,219
17.9199,249
17.9688,214
18.0176,214
18.0664,211
18.1152,224
18.1641,218
18.2129,216
18.2617,206
18.3105,191
18.3594,196
18.4082,170
18.4570,198
18.5059,192
18.5547,223
18.6035,190
18.6523,204
18.7012,181
18.7500,182
18.7988,173
18.8477,184
18.8965,161
18.9453,241
18.9941,149
19.0430,202
19.0918,158
19.1406,173
19.1895,172
19.2383,168
19.2871,177
19.3359,150
19.3848,149
19.4336,150
19.4824,141
19.5313,167
19.5801,130
19.6289,175
19.6777,151
19.7266,130
19.7754,130
19.8242,139
19.8730,131
19.9219,170
19.9707,132
20.0195,132
20.0684,134
20.1172,136
20.1660,121
20.2148,171
20.2637,134
20.3125,147
20.3613,112
20.4102,152
20.4590,133
20.5078,146
20.5566,142
20.6055,103
20.6543,149
20.7031,113
20.7520,120
20.8008,119
20.8496,116
20.8984,117
20.9473,110
20.9961,102
21.0449,115
21.0938,97
21.1426,123
21.1914,100
21.2402,114
21.2891,114
21.3379,128
21.3867,113
21.4355,94
21.4844,114
21.5332,119
21.5820,101
21.6309,106
21.6797,117
21.7285,90
21.7773,99
21.8262,102
21.8750,97
21.9238,90
21.9727,91
22.0215,79
22.0703,93
22.1191,128
22.1680,75
22.2168,110
22.2656,70
22.3145,87
22.3633,81
22.4121,99
22.4609,75
22.5098,103
22.5586,83
22.6074,92
22.6563,78
22.7051,84
22.7539,69
22.8027,77
22.8516,66
22.9004,59
22.9492,89
22.9980,75
23.0469,77
23.0957,70
23.1445,73
23.1934,69
23.2422,72
23.2910,92
23.3398,62
23.3887,67
23.4375,74
23.4863,63
23.5352,59
23.5840,57
23.6328,77
23.6816,64
23.7305,61
23.7793,78
23.8281,57
23.8770,53
23.9258,63
23.9746,69
24.0234,69
24.0723,68
24.1211,51
24.1699,74
24.2188,65
24.2676,48
24.3164,65
24.3652,62
24.4141,49
24.4629,52
24.5117,56
24.5605,55
24.6094,51
24.6582,60
24.7070,57
24.7559,63
24.8047,57
24.8535,46
24.9023,49
24.9512,51
25.0000,52
25.0488,60
25.0977,52
25.1465,29
25.1953,46
25.2441,46
25.2930,49
25.3418,62
25.3906,47
25.4395,50
25.4883,53
25.5371,51
25.5859,41
25.6348,42
25.6836,52
25.7324,43
25.7813,41
25.8301,47
25.8789,54
25.9277,42
25.9766,34
26.0254,37
26.0742,34
26.1230,42
26.1719,40
26.2207,42
26.2695,43
26.3184,33
26.3672,37
26.4160,39
26.4648,44
26.5137,47
26.5625,41
26.6113,19
26.6602,37
26.7090,29
26.7578,38
26.8066,30
26.8555,42
26.9043,33
26.9531,45
27.0020,47
27.0508,39
27.0996,32
27.1484,32
27.1973,33
27.2461,26
27.2949,27
27.3438,36
27.3926,31
27.4414,40
27.4902,27
27.5391,25
27.5879,28
27.6367,34
27.6855,21
27.7344,33
27.7832,27
27.8320,18
27.8809,27
27.9297,34
27.9785,31
28.0273,40
28.0762,29
28.1250,29
28.1738,20
28.2227,49
28.2715,23
28.3203,30
28.3691,27
28.4180,20
28.4668,31
28.5156,19
28.5645,27
28.6133,37
28.6621,26
28.7109,30
28.7598,31
28.8086,26
28.8574,16
28.9063,30
28.9551,21
29.0039,30
29.0527,37
29.1016,22
29.1504,19
29.1992,26
29.2480,19
29.2969,32
29.3457,14
29.3945,31
29.4434,21
29.4922,18
29.5410,26
29.5898,28
29.6387,30
29.6875,15
29.7363,19
29.7852,15
29.8340,25
29.8828,16
29.9316,14
29.9805,25
30.0293,24
30.0781,20
30.1270,19
30.1758,19
30.2246,19
30.2734,13
30.3223,26
30.3711,19
30.4199,23
30.4688,16
30.5176,17
30.5664,12
30.6152,28
30.6641,23
30.7129,19
30.7617,21
30.8105,26
30.8594,21
30.9082,22
30.9570,8
31.0059,16
31.0547,13
31.1035,20
31.1523,10
31.2012,10
31.2500,13
31.2988,19
31.3477,16
31.3965,16
31.4453,17
31.4941,17
31.5430,17
31.5918,24
31.6406,11
31.6895,14
31.7383,16
31.7871,11
31.8359,15
31.8848,18
31.9336,21
31.9824,17
32.0313,16
32.0801,9
32.1289,11
32.1777,17
32.2266,24
32.2754,10
32.3242,12
32.3730,10
32.4219,19
32.4707,13
32.5195,18
32.5684,15
32.6172,14
32.6660,11
32.7148,16
32.7637,18
32.8125,7
32.8613,17
32.9102,12
32.9590,9
33.0078,9
33.0566,23
33.1055,7
33.1543,10
33.2031,8
33.2520,27
33.3008,14
33.3496,6
33.3984,9
33.4473,11
33.4961,7
33.5449,12
33.5938,10
33.6426,15
33.6914,16
33.7402,10
33.7891,13
33.8379,12
33.8867,11
33.9355,9
33.9844,10
34.0332,7
34.0820,8
34.1309,10
34.1797,7
34.2285,19
34.2773,9
34.3262,9
34.3750,15
34.4238,8
34.4727,11
34.5215,13
34.5703,10
34.6191,14
34.6680,15
34.7168,7
34.7656,6
34.8145,10
34.8633,7
34.9121,8
34.9609,10
35.0098,5
35.0586,18
35.1074,9
35.1563,9
35.2051,14
35.2539,9
35.3027,11
35.3516,6
35.4004,7
35.4492,7
35.4980,7
35.5469,11
35.5957,5
35.6445,14
35.6934,8
35.7422,7
35.7910,7
35.8398,8
35.8887,8
35.9375,11
35.9863,5
36.0352,8
36.0840,8
36.1328,6
36.1816,6
36.2305,8
36.2793,6
36.3281,7
36.3770,9
36.4258,16
36.4746,6
36.5234,5
36.5723,5
36.6211,6
36.6699,8
36.7188,7
36.7676,4
36.8164,9
36.8652,7
36.9141,8
36.9629,7
37.0117,7
37.0605,8
37.1094,5
37.1582,14
37.2070,4
37.2559,7
37.3047,3
37.3535,7
37.4023,10
37.4512,5
37.5000,5
37.5488,4
37.5977,6
37.6465,8
37.6953,8
37.7441,4
37.7930,6
37.8418,5
37.8906,6
37.9395,9
37.9883,9
38.0371,5
38.0859,3
38.1348,6
38.1836,3
38.2324,12
38.2813,7
38.3301,3
38.3789,5
38.4277,3
38.4766,7
38.5254,6
38.5742,7
38.6230,5
38.6719,7
38.7207,7
38.7695,3
38.8184,5
38.8672,9
38.9160,7
38.9648,4
39.0137,5
39.0625,3
39.1113,6
39.1602,7
39.2090,2
39.2578,10
39.3066,4
39.3555,2
39.4043,6
39.4531,9
39.5020,3
39.5508,7
39.5996,3
39.6484,6
39.6973,5
39.7461,4
39.7949,11
39.8438,4
39.8926,5
39.9414,3
39.9902,5
40.0391,4
40.0879,5
40.1367,5
40.1855,4
40.2344,6
40.2832,14
40.3320,3
40.3809,7
40.4297,4
40.4785,9
40.5273,4
40.5762,3
40.6250,5
40.6738,5
40.7227,2
40.7715,3
40.8203,5
40.8691,6
40.9180,3
40.9668,2
41.0156,6
41.0645,3
41.1133,5
41.1621,2
41.2109,9
41.2598,7
41.3086,5
41.3574,3
41.4063,4
41.4551,11
41.5039,5
41.5527,1
41.6016,4
41.6504,1
41.6992,3
41.7480,8
41.7969,5
41.8457,3
41.8945,8
41.9434,2
41.9922,4
42.0410,3
42.0898,2
42.1387,5
42.1875,3
42.2363,10
42.2852,1
42.3340,4
42.3828,3
42.4316,7
42.4805,1
42.5293,7
42.5781,2
42.6270,20
42.6758,2
42.7246,3
42.7734,6
42.8223,2
42.8711,2
42.9199,8
42.9688,1
43.0176,5
43.0664,5
43.1152,2
43.1641,1
43.2129,5
43.2617,6
43.3105,4
43.3594,4
43.4082,9
43.4570,1
43.5059,10
43.5547,4
43.6035,3
43.6523,2
43.7012,4
43.7500,5
43.7988,11
43.8477,1
43.8965,7
43.9453,2
43.9941,3
44.0430,5
44.0918,2
44.1406,2
44.1895,3
44.2383,3
44.2871,4
44.3359,7
44.3848,2
44.4336,2
44.4824,12
44.5313,3
44.5801,10
44.6289,3
44.6777,2
44.7266,11
44.7754,1
44.8242,3
44.8730,2
44.9219,3
44.9707,1
45.0195,2
45.0684,2
45.1172,2
45.1660,1
45.2148,11
45.2637,2
45.3125,4
45.3613,3
45.4102,7
45.4590,4
45.5078,3
45.5566,2
45.6055,3
45.6543,2
45.7031,4
45.7520,1
45.8008,2
45.8496,2
45.8984,2
45.9473,1
45.9961,11
46.0449,2
46.0938,6
46.1426,3
46.1914,4
46.2402,1
46.2891,11
46.3379,3
46.3867,2
46.4355,2
46.4844,4
46.5332,1
46.5820,4
46.6309,1
46.6797,6
46.7285,1
46.7773,3
46.8262,1
46.8750,9
46.9238,1
46.9727,4
47.0215,2
47.0703,1
47.1191,3
47.1680,3
47.2168,5
47.2656,2
47.3145,1
47.3633,2
47.4121,1
47.4609,6
47.5098,2
47.5586,3
47.6074,2
47.6563,3
47.7051,3
47.7539,4
47.8027,2
47.8516,3
47.9004,2
47.9492,1
47.9980,5
48.0469,1
48.0957,5
48.1445,3
48.1934,2
48.2422,1
48.2910,1
48.3398,2
48.3887,7
48.4375,5
48.4863,3
48.5352,2
48.5840,2
48.6328,4
48.6816,5
48.7305,5
48.7793,2
48.8281,1
48.8770,3
48.9258,4
48.9746,5
49.0234,2
49.0723,1
49.1211,2
49.1699,4
49.2188,2
49.2676,2
49.3164,1
49.3652,10
49.4141,1
49.4629,2
49.5117,3
49.5605,6
49.6094,5
49.6582,3
49.7070,3
49.7559,3
49.8047,1
49.8535,5
49.9023,2
49.9512,11
